Employee ID,StartDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,GenderCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Training Duration(Days),Training Cost,Age
2548,14-Nov-18,BI Developer,PYZ,Active,Contract,Zone A,Temporary,IT/IS,General - Sga,16-02-1954,MA,Female,Other,Divorced,Fully Meets,1,07-08-2022,2,5,3,14-Jan-23,Project Management,External,Failed,3,670.58,64
2549,18-Sep-21,BI Developer,PL,Active,Contract,Zone A,Part-Time,IT/IS,Field Operations,04-07-1963,MA,Female,White,Divorced,Fully Meets,5,18-01-2023,4,3,5,18-Dec-22,Project Management,Internal,Passed,2,399.97,58
2550,19-Nov-20,Software Engineering Manager,WBL,Active,Contract,Zone A,Part-Time,Software Engineering,General - Con,25-04-1952,MA,Female,White,Widowed,Fully Meets,5,01-01-2023,3,1,1,09-Oct-22,Project Management,Internal,Incomplete,5,997.89,68
2551,04-May-23,Software Engineer,NEL,Active,Full-Time,Zone B,Temporary,Software Engineering,General - Con,12-05-1988,MA,Female,Other,Widowed,Fully Meets,1,03-09-2022,4,2,2,02-Aug-23,Communication Skills,Internal,Completed,2,985.0,35
2552,21-Jan-23,Software Engineer,PL,Active,Full-Time,Zone B,Temporary,Software Engineering,Project Management - Con,03-11-1954,MA,Male,White,Single,Fully Meets,5,19-10-2022,3,2,3,21-Sep-22,Customer Service,Internal,Completed,5,573.47,69
2553,19-Aug-22,IT Manager - DB,NEL,Active,Contract,Zone B,Part-Time,IT/IS,Aerial,09-10-1973,MA,Male,Other,Divorced,Fully Meets,2,16-10-2022,2,2,2,03-Oct-22,Project Management,External,Failed,2,414.08,49
2554,18-Jul-22,IT Manager - DB,PL,Active,Part-Time,Zone A,Full-Time,IT/IS,General - Eng,03-10-1991,MA,Male,Hispanic,Widowed,Fully Meets,1,29-12-2022,5,1,4,29-Jul-23,Communication Skills,External,Completed,5,889.09,31
2555,14-Aug-19,IT Director,BPC,Active,Full-Time,Zone A,Temporary,IT/IS,Wireless,26-10-1956,MA,Male,Other,Widowed,Fully Meets,2,14-05-2023,5,1,4,18-Jan-23,Technical Skills,Internal,Passed,3,650.08,63
2556,10-Dec-20,Director of Sales,CCDR,Active,Part-Time,Zone A,Full-Time,Sales,Project Management - Eng,25-04-1996,MA,Male,White,Married,Fully Meets,2,01-02-2023,4,1,3,19-Aug-22,Customer Service,Internal,Passed,5,283.57,24
2557,20-Sep-19,BI Developer,MSC,Active,Full-Time,Zone B,Temporary,IT/IS,Engineers,17-06-1964,MA,Female,Black,Married,Fully Meets,2,04-09-2022,1,3,1,20-Aug-22,Technical Skills,Internal,Completed,1,908.5,55
2558,19-Nov-21,Software Engineering Manager,WBL,Active,Full-Time,Zone B,Full-Time,Software Engineering,Field Operations,25-11-1965,MA,Female,Asian,Widowed,Fully Meets,4,15-12-2022,2,4,5,07-Nov-22,Technical Skills,Internal,Failed,2,900.85,56
2559,29-Apr-22,Software Engineer,NEL,Active,Part-Time,Zone B,Full-Time,Software Engineering,Field Operations,23-11-1957,MA,Male,White,Widowed,Fully Meets,1,10-07-2023,3,5,3,19-Sep-22,Communication Skills,External,Passed,3,449.84,65
2560,30-Jun-21,IT Manager - Infra,WBL,Active,Part-Time,Zone A,Part-Time,IT/IS,Field Operations,05-01-1977,MA,Male,Black,Widowed,Fully Meets,4,19-10-2022,5,1,5,03-Aug-23,Communication Skills,External,Failed,5,981.9,44
2561,15-Jul-21,IT Manager - DB,NEL,Active,Contract,Zone B,Temporary,IT/IS,General - Con,11-06-1956,MA,Male,Hispanic,Married,Fully Meets,2,15-04-2023,3,5,4,19-Dec-22,Technical Skills,External,Failed,4,289.37,65
2562,12-Apr-21,IT Manager - DB,PL,Active,Contract,Zone B,Full-Time,IT/IS,Field Operations,18-11-1967,MA,Male,Other,Married,Fully Meets,4,17-04-2023,1,4,3,09-Jul-23,Customer Service,Internal,Failed,1,657.23,54
2563,08-Dec-20,IT Director,BPC,Active,Contract,Zone B,Temporary,IT/IS,Fielders,17-11-1953,MA,Male,Other,Widowed,Fully Meets,2,24-09-2022,2,2,4,03-Aug-23,Customer Service,External,Passed,5,416.37,67
2564,31-Oct-19,Director of Sales,CCDR,Active,Contract,Zone B,Full-Time,Sales,General - Con,11-07-1995,MA,Male,Hispanic,Married,Fully Meets,1,11-12-2022,1,4,4,18-Jul-23,Leadership Development,Internal,Completed,4,624.9,24
2565,22-Jan-20,BI Developer,PL,Active,Contract,Zone C,Temporary,IT/IS,Field Operations,14-11-1985,MA,Female,White,Married,Fully Meets,2,17-08-2022,2,5,4,11-Sep-22,Communication Skills,Internal,Passed,2,559.06,35
2566,20-Sep-22,Software Engineering Manager,CCDR,Active,Full-Time,Zone B,Full-Time,Software Engineering,General - Con,30-09-1966,MA,Male,Other,Married,Fully Meets,2,19-05-2023,3,2,2,29-Jul-23,Project Management,External,Incomplete,5,327.37,56
2567,22-Dec-22,IT Manager - Infra,CCDR,Active,Full-Time,Zone B,Part-Time,IT/IS,Field Operations,15-10-1959,MA,Male,Black,Widowed,Fully Meets,5,17-08-2022,4,3,5,24-Oct-22,Communication Skills,Internal,Failed,2,660.4,63
2568,12-Mar-19,IT Manager - DB,EW,Active,Full-Time,Zone C,Full-Time,IT/IS,Aerial,27-04-1990,MA,Male,Asian,Widowed,Fully Meets,4,22-06-2023,3,5,2,15-Dec-22,Leadership Development,External,Passed,5,477.46,29
2569,07-Oct-21,IT Manager - DB,MSC,Active,Full-Time,Zone C,Temporary,IT/IS,General - Con,28-03-1995,MA,Male,Black,Single,Fully Meets,2,28-05-2023,3,4,3,15-Jan-23,Project Management,Internal,Completed,2,694.21,26
2570,16-Jun-19,IT Director,NEL,Active,Contract,Zone A,Full-Time,IT/IS,Field Operations,18-11-1991,MA,Male,Black,Single,Fully Meets,4,15-04-2023,3,3,1,23-May-23,Customer Service,Internal,Incomplete,2,737.84,28
2571,17-Mar-21,BI Director,SVG,Active,Part-Time,Zone A,Full-Time,IT/IS,Field Operations,11-02-1989,MA,Female,Asian,Divorced,Fully Meets,2,19-06-2023,3,3,5,15-Aug-22,Technical Skills,Internal,Failed,2,919.95,32
2572,07-Aug-22,BI Developer,PYZ,Active,Contract,Zone A,Temporary,IT/IS,Engineers,20-05-1994,MA,Male,Asian,Widowed,Fully Meets,4,19-10-2022,1,1,2,02-Sep-22,Technical Skills,Internal,Completed,5,797.82,28
2573,17-Jan-20,Area Sales Manager,NEL,Terminated,Contract,Zone A,Temporary,Sales,Field Operations,02-01-1987,VA,Female,Black,Divorced,Fully Meets,4,24-04-2023,1,4,3,27-Sep-22,Customer Service,Internal,Passed,2,806.47,33
2574,11-Jun-22,Area Sales Manager,EW,Active,Full-Time,Zone C,Full-Time,Sales,Billable Consultants,18-11-1971,UT,Male,Hispanic,Widowed,Fully Meets,2,20-03-2023,3,1,4,18-Jul-23,Technical Skills,External,Failed,1,376.59,51
2575,03-Mar-21,Area Sales Manager,PYZ,Active,Contract,Zone C,Temporary,Sales,Splicing,21-06-1951,ID,Male,Other,Widowed,Fully Meets,4,26-05-2023,4,3,4,26-Feb-23,Communication Skills,Internal,Incomplete,2,157.17,70
2576,16-Apr-20,Area Sales Manager,CCDR,Active,Contract,Zone B,Part-Time,Sales,General - Sga,27-12-1969,MT,Female,Asian,Widowed,Fully Meets,1,19-11-2022,2,4,1,23-Feb-23,Leadership Development,External,Incomplete,2,608.82,51
2577,22-Sep-22,Area Sales Manager,PYZ,Active,Full-Time,Zone A,Temporary,Sales,Wireline Construction,28-07-1963,WA,Female,Other,Married,Fully Meets,2,18-09-2022,5,2,4,04-Jul-23,Communication Skills,Internal,Failed,5,928.48,59
2578,30-May-23,Area Sales Manager,MSC,Active,Part-Time,Zone A,Full-Time,Sales,Shop (Fleet),28-01-1996,VT,Female,Black,Single,Fully Meets,5,17-06-2023,4,5,3,10-Oct-22,Customer Service,External,Incomplete,1,812.01,27
2579,14-Jan-21,Area Sales Manager,MSC,Active,Full-Time,Zone C,Full-Time,Sales,General - Eng,29-06-1977,AZ,Female,White,Married,Fully Meets,2,05-08-2023,3,4,4,02-Oct-22,Project Management,External,Incomplete,4,941.61,44
2580,29-Apr-20,Area Sales Manager,BPC,Active,Full-Time,Zone A,Part-Time,Sales,Finance & Accounting,07-04-1954,NH,Male,White,Single,Fully Meets,2,28-10-2022,1,2,4,07-Mar-23,Communication Skills,Internal,Incomplete,1,227.13,66
2581,07-Jul-21,Area Sales Manager,MSC,Active,Full-Time,Zone A,Full-Time,Sales,Field Operations,12-11-1970,AL,Male,Other,Divorced,Fully Meets,1,20-02-2023,2,3,4,13-May-23,Project Management,External,Passed,1,257.4,51
2582,28-Jul-20,Area Sales Manager,MSC,Active,Part-Time,Zone C,Temporary,Sales,Wireline Construction,31-08-1992,OH,Female,Hispanic,Single,Fully Meets,1,20-09-2022,3,2,5,17-Mar-23,Leadership Development,Internal,Incomplete,2,360.65,28
2583,16-Sep-20,Area Sales Manager,PYZ,Active,Contract,Zone B,Temporary,Sales,Engineers,29-02-1996,NY,Male,Black,Married,Fully Meets,5,20-05-2023,5,5,3,25-May-23,Customer Service,External,Completed,5,892.97,24
2584,23-Apr-23,Area Sales Manager,TNS,Active,Part-Time,Zone C,Part-Time,Sales,Engineers,27-09-1956,ME,Male,White,Single,Fully Meets,4,20-07-2023,4,4,5,16-Mar-23,Technical Skills,Internal,Incomplete,4,746.93,67
2585,04-Jun-21,Area Sales Manager,PYZ,Active,Contract,Zone A,Temporary,Sales,General - Con,21-05-2001,TN,Male,Asian,Divorced,Fully Meets,2,03-05-2023,5,1,4,18-Feb-23,Customer Service,External,Incomplete,1,909.6,20
2586,15-Apr-20,Area Sales Manager,CCDR,Active,Full-Time,Zone B,Temporary,Sales,Field Operations,25-04-1980,NC,Male,Asian,Divorced,Fully Meets,4,04-11-2022,2,4,2,05-Aug-22,Customer Service,Internal,Completed,5,222.04,40
2587,04-Sep-19,Area Sales Manager,NEL,Active,Full-Time,Zone A,Part-Time,Sales,Field Operations,31-07-2000,MA,Male,Other,Widowed,Fully Meets,5,24-11-2022,4,4,4,27-Jan-23,Project Management,Internal,Failed,3,583.69,19
2588,18-Aug-20,Area Sales Manager,PL,Active,Full-Time,Zone C,Full-Time,Sales,Field Operations,24-07-1988,MA,Male,Other,Single,Fully Meets,5,12-12-2022,5,1,5,09-Jul-23,Communication Skills,Internal,Passed,3,856.44,32
2589,05-Dec-20,Area Sales Manager,BPC,Active,Contract,Zone A,Temporary,Sales,Fielders,26-12-1950,AZ,Male,Asian,Single,Fully Meets,5,25-11-2022,2,5,1,03-Apr-23,Communication Skills,External,Completed,4,919.1,70
2590,13-Jan-23,Area Sales Manager,CCDR,Active,Part-Time,Zone A,Full-Time,Sales,Engineers,07-02-1998,AZ,Male,Asian,Married,Fully Meets,5,28-08-2022,1,1,4,14-Jun-23,Leadership Development,External,Incomplete,3,606.76,25
2591,17-Sep-19,Area Sales Manager,SVG,Active,Full-Time,Zone B,Full-Time,Sales,General - Con,08-08-1993,AZ,Male,Asian,Single,Fully Meets,4,28-07-2023,4,5,5,06-Oct-22,Customer Service,Internal,Completed,2,745.31,26
2592,15-Oct-20,Area Sales Manager,EW,Active,Contract,Zone B,Part-Time,Sales,Field Operations,12-06-1949,TN,Male,Asian,Single,Fully Meets,2,27-06-2023,5,1,2,10-Feb-23,Technical Skills,Internal,Incomplete,3,240.57,71
2593,01-Dec-18,Area Sales Manager,MSC,Active,Contract,Zone A,Temporary,Sales,General - Con,08-02-1972,TN,Male,Other,Widowed,Fully Meets,1,04-04-2023,3,1,2,16-Aug-22,Communication Skills,Internal,Failed,3,659.82,46
2594,24-Jul-23,Area Sales Manager,TNS,Active,Part-Time,Zone C,Temporary,Sales,Fielders,27-03-1956,TN,Male,Other,Divorced,Fully Meets,1,04-12-2022,1,5,3,01-Dec-22,Communication Skills,Internal,Failed,3,273.94,67
2595,08-Oct-19,Area Sales Manager,PYZ,Active,Part-Time,Zone A,Full-Time,Sales,Aerial,25-03-1998,TN,Male,Asian,Divorced,Fully Meets,4,18-12-2022,3,5,4,12-Aug-22,Customer Service,External,Failed,4,920.91,21
2596,16-Oct-21,Area Sales Manager,WBL,Active,Contract,Zone A,Full-Time,Sales,Corp Operations,20-05-1977,ID,Male,Black,Divorced,Fully Meets,2,06-06-2023,4,1,2,22-Feb-23,Communication Skills,External,Incomplete,2,114.28,44
2597,03-Apr-20,Area Sales Manager,NEL,Active,Contract,Zone A,Full-Time,Sales,Field Operations,25-09-1944,ID,Male,Asian,Divorced,Fully Meets,2,08-05-2023,4,5,4,22-Oct-22,Communication Skills,External,Passed,3,242.28,76
2598,08-Jan-20,Area Sales Manager,PL,Active,Part-Time,Zone A,Temporary,Sales,General - Con,05-09-1964,ID,Male,Asian,Divorced,Fully Meets,4,21-05-2023,5,3,2,14-Dec-22,Customer Service,External,Completed,3,420.06,56
2599,27-Mar-22,Administrative Assistant,BPC,Active,Contract,Zone A,Temporary,Sales,Yard (Material Handling),11-07-1942,ID,Female,Black,Widowed,Fully Meets,2,31-03-2023,1,4,2,13-Feb-23,Customer Service,External,Failed,2,288.93,80
2600,18-Sep-18,Administrative Assistant,CCDR,Active,Full-Time,Zone C,Temporary,Sales,Aerial,16-01-1965,WA,Female,Asian,Widowed,Fully Meets,2,28-09-2022,5,2,4,14-May-23,Project Management,Internal,Completed,3,637.45,53
2601,29-Nov-19,Administrative Assistant,SVG,Active,Full-Time,Zone C,Part-Time,Sales,General - Con,02-03-2001,WA,Female,Hispanic,Widowed,Fully Meets,1,06-10-2022,3,5,5,29-Jun-23,Communication Skills,External,Failed,5,944.24,18
2602,16-Apr-19,Accountant I,EW,Active,Full-Time,Zone C,Full-Time,Admin Offices,Wireline Construction,07-08-1982,MA,Female,Other,Widowed,Fully Meets,2,10-02-2023,5,5,2,25-Dec-22,Leadership Development,Internal,Failed,4,364.41,37
2603,05-Mar-19,Area Sales Manager,NEL,Active,Part-Time,Zone A,Full-Time,Sales,Splicing,08-06-1999,MA,Male,Other,Divorced,Fully Meets,2,04-12-2022,4,1,4,20-Oct-22,Communication Skills,Internal,Passed,5,605.84,20
2604,20-Dec-18,Area Sales Manager,PL,Active,Contract,Zone C,Full-Time,Sales,Aerial,10-03-1987,MA,Male,Other,Divorced,Fully Meets,5,23-01-2023,1,1,2,01-Nov-22,Leadership Development,Internal,Failed,5,990.59,31
2605,08-Mar-21,Area Sales Manager,BPC,Active,Full-Time,Zone C,Part-Time,Sales,Wireline Construction,11-08-1968,AZ,Male,Black,Married,Fully Meets,4,25-02-2023,3,4,3,14-Nov-22,Project Management,External,Completed,4,549.19,53
2606,23-Oct-20,Area Sales Manager,CCDR,Active,Full-Time,Zone C,Part-Time,Sales,Project Management - Con,02-08-1951,AZ,Male,White,Single,Fully Meets,2,23-12-2022,1,5,1,15-Nov-22,Leadership Development,External,Incomplete,1,587.34,69
2607,29-Mar-19,Area Sales Manager,SVG,Active,Contract,Zone B,Part-Time,Sales,Fielders,14-10-1976,AL,Male,White,Married,Fully Meets,2,26-02-2023,3,1,2,26-Dec-22,Technical Skills,External,Completed,3,918.96,43
2608,25-Oct-20,Area Sales Manager,EW,Active,Contract,Zone A,Full-Time,Sales,Field Operations,01-12-1977,TN,Male,Asian,Married,Fully Meets,4,07-08-2022,1,4,5,21-Jan-23,Project Management,Internal,Incomplete,2,525.41,43
2609,06-Dec-19,Area Sales Manager,MSC,Active,Part-Time,Zone B,Temporary,Sales,General - Sga,13-08-1971,TN,Male,Asian,Widowed,Fully Meets,2,29-04-2023,3,3,4,04-Sep-22,Communication Skills,External,Passed,1,484.08,48
2610,23-Sep-22,Area Sales Manager,TNS,Active,Full-Time,Zone B,Full-Time,Sales,General - Con,30-12-1947,TN,Male,White,Widowed,Fully Meets,2,04-11-2022,5,1,2,25-Jun-23,Customer Service,External,Passed,5,184.63,75
2611,26-Dec-19,Area Sales Manager,PYZ,Active,Part-Time,Zone A,Temporary,Sales,Wireline Construction,22-09-1956,TN,Male,Black,Widowed,Fully Meets,2,25-06-2023,5,3,1,29-Oct-22,Customer Service,Internal,Failed,3,793.77,63
2612,27-Aug-18,Area Sales Manager,WBL,Active,Part-Time,Zone B,Part-Time,Sales,Field Operations,01-07-1963,ID,Male,White,Married,Fully Meets,4,26-03-2023,2,2,5,23-Apr-23,Customer Service,Internal,Completed,3,301.02,55
2613,12-Dec-22,Area Sales Manager,NEL,Active,Part-Time,Zone B,Full-Time,Sales,Project Management - Eng,16-07-1944,ID,Male,Black,Single,Fully Meets,5,04-03-2023,2,1,2,28-Oct-22,Leadership Development,Internal,Failed,3,253.86,78
2614,13-May-21,Area Sales Manager,PL,Active,Part-Time,Zone A,Full-Time,Sales,Field Operations,14-03-1987,ID,Male,Black,Divorced,Fully Meets,5,19-11-2022,5,1,1,09-Nov-22,Project Management,External,Completed,2,468.59,34
2615,31-Mar-21,Administrative Assistant,BPC,Active,Contract,Zone B,Part-Time,Sales,Finance & Accounting,25-05-1962,WA,Female,Black,Single,Fully Meets,4,05-12-2022,5,1,3,10-Mar-23,Leadership Development,Internal,Completed,5,689.87,59
2616,14-Aug-19,Administrative Assistant,CCDR,Active,Full-Time,Zone A,Part-Time,Sales,Engineers,18-12-1972,WA,Female,Black,Married,Fully Meets,1,12-09-2022,3,1,3,16-Apr-23,Customer Service,External,Failed,5,428.33,47
2617,02-Aug-20,Administrative Assistant,SVG,Active,Full-Time,Zone C,Full-Time,Sales,Catv,26-04-1995,WA,Female,Hispanic,Single,Fully Meets,4,23-12-2022,4,4,2,24-Jul-23,Project Management,External,Completed,2,806.47,25
2618,04-Jun-19,Accountant I,EW,Active,Part-Time,Zone A,Full-Time,Admin Offices,Wireline Construction,20-11-1994,MA,Female,White,Married,Fully Meets,4,01-08-2023,5,3,3,23-Jan-23,Communication Skills,Internal,Passed,3,399.63,25
2619,17-Jun-20,Area Sales Manager,WBL,Active,Contract,Zone A,Temporary,Sales,Field Operations,06-04-1946,MA,Male,Hispanic,Divorced,Fully Meets,5,21-03-2023,1,2,1,30-Dec-22,Technical Skills,Internal,Completed,3,440.24,74
2620,04-Mar-21,Area Sales Manager,NEL,Active,Full-Time,Zone B,Full-Time,Sales,General - Con,02-10-1973,MA,Male,Asian,Married,Fully Meets,1,04-02-2023,4,3,4,24-Jan-23,Communication Skills,External,Passed,1,485.2,48
2621,14-Sep-18,Area Sales Manager,PL,Active,Part-Time,Zone B,Temporary,Sales,Technology / It,06-08-1942,AZ,Male,White,Single,Fully Meets,2,02-01-2023,3,5,4,03-Mar-23,Project Management,Internal,Incomplete,2,451.56,76
2622,20-Jul-20,Area Sales Manager,BPC,Active,Contract,Zone B,Full-Time,Sales,Executive,30-09-1991,AZ,Male,Asian,Widowed,Fully Meets,4,06-10-2022,3,5,1,08-Dec-22,Leadership Development,External,Passed,5,159.37,29
2623,21-May-20,Area Sales Manager,CCDR,Active,Contract,Zone C,Full-Time,Sales,Field Operations,13-07-1953,AZ,Male,Asian,Divorced,Fully Meets,2,10-11-2022,2,5,3,28-Aug-22,Leadership Development,Internal,Incomplete,4,310.28,67
2624,11-Jun-23,Area Sales Manager,SVG,Active,Part-Time,Zone C,Temporary,Sales,Wireline Construction,22-07-1984,AL,Male,Other,Single,Fully Meets,2,24-01-2023,1,4,3,04-Nov-22,Customer Service,Internal,Incomplete,2,227.91,39
2625,27-Nov-22,Area Sales Manager,EW,Active,Full-Time,Zone B,Full-Time,Sales,Splicing,09-11-1943,TN,Male,Asian,Divorced,Fully Meets,2,11-10-2022,5,5,3,01-Oct-22,Technical Skills,Internal,Failed,3,379.25,79
2626,02-Mar-20,Area Sales Manager,MSC,Active,Full-Time,Zone C,Temporary,Sales,Project Management - Con,04-09-1976,TN,Male,Asian,Widowed,Fully Meets,4,23-10-2022,1,4,2,05-Jan-23,Technical Skills,Internal,Incomplete,3,197.3,44
2627,29-Jan-23,Area Sales Manager,TNS,Active,Full-Time,Zone C,Part-Time,Sales,Wireline Construction,26-05-1990,TN,Male,Other,Divorced,Fully Meets,4,15-08-2022,5,3,3,18-Aug-22,Customer Service,Internal,Completed,4,862.64,33
2628,07-Dec-21,Area Sales Manager,BPC,Active,Part-Time,Zone A,Temporary,Sales,Sales & Marketing,19-11-1991,TN,Male,Hispanic,Divorced,Fully Meets,2,06-12-2022,5,4,2,05-Sep-22,Technical Skills,Internal,Passed,1,896.12,30
2629,19-Mar-23,Area Sales Manager,CCDR,Active,Contract,Zone B,Temporary,Sales,Underground,04-02-1975,ID,Male,White,Single,Fully Meets,1,24-10-2022,1,5,4,05-Jan-23,Communication Skills,External,Completed,4,750.65,48
2630,10-Jun-22,Area Sales Manager,EW,Active,Part-Time,Zone B,Full-Time,Sales,Field Operations,04-11-1994,ID,Male,Asian,Widowed,Fully Meets,5,04-09-2022,1,5,4,07-Sep-22,Technical Skills,External,Incomplete,4,424.19,28
2631,03-Mar-21,Area Sales Manager,MSC,Active,Full-Time,Zone C,Full-Time,Sales,Catv,09-04-1998,ID,Female,Black,Widowed,Fully Meets,2,08-01-2023,5,1,4,11-Oct-22,Customer Service,External,Incomplete,4,775.32,23
2632,06-Mar-22,Administrative Assistant,NEL,Active,Contract,Zone C,Part-Time,Sales,Field Operations,20-10-1975,WA,Female,Hispanic,Divorced,Fully Meets,4,07-07-2023,1,4,2,19-Apr-23,Customer Service,External,Incomplete,2,209.47,47
2633,08-Aug-22,Administrative Assistant,PL,Active,Part-Time,Zone C,Full-Time,Sales,Project Management - Con,09-09-1985,WA,Female,White,Single,Fully Meets,5,01-07-2023,5,2,3,09-Feb-23,Project Management,Internal,Completed,2,859.39,37
2634,12-Mar-23,Administrative Assistant,PYZ,Active,Part-Time,Zone B,Temporary,Sales,Field Operations,16-02-1943,WA,Female,Asian,Single,Fully Meets,4,12-12-2022,3,5,3,26-May-23,Project Management,External,Completed,1,532.85,80
2635,01-May-19,Accountant I,SVG,Active,Full-Time,Zone B,Temporary,Admin Offices,General - Con,26-07-1957,MA,Female,Asian,Divorced,Fully Meets,1,21-06-2023,3,1,3,03-Feb-23,Communication Skills,External,Passed,2,136.6,62
2636,13-Sep-18,Area Sales Manager,PYZ,Active,Full-Time,Zone B,Temporary,Sales,General - Eng,20-11-1970,MA,Male,Asian,Married,Fully Meets,5,20-12-2022,5,3,3,14-Jul-23,Communication Skills,Internal,Passed,4,483.54,48
2637,16-Nov-22,Area Sales Manager,WBL,Active,Contract,Zone A,Temporary,Sales,Project Management - Con,04-10-1967,MA,Male,Asian,Divorced,Fully Meets,5,27-06-2023,2,2,2,24-Apr-23,Communication Skills,Internal,Completed,1,709.79,55
2638,20-Nov-21,Area Sales Manager,NEL,Active,Contract,Zone B,Full-Time,Sales,Catv,10-01-1957,AZ,Male,Asian,Divorced,Fully Meets,2,28-04-2023,1,2,2,28-May-23,Technical Skills,External,Passed,2,152.85,64
2639,29-Sep-20,Area Sales Manager,PL,Active,Part-Time,Zone C,Temporary,Sales,Project Management - Con,22-09-1975,AZ,Male,Asian,Married,Fully Meets,2,31-01-2023,1,3,3,19-Feb-23,Project Management,Internal,Completed,4,977.29,45
2640,28-Aug-21,Area Sales Manager,BPC,Active,Contract,Zone B,Full-Time,Sales,Wireline Construction,06-11-1962,AZ,Male,Black,Single,Fully Meets,4,17-07-2023,1,5,2,20-Feb-23,Project Management,Internal,Failed,4,237.14,59
2641,28-Apr-21,Area Sales Manager,CCDR,Active,Full-Time,Zone A,Full-Time,Sales,Aerial,20-07-1975,AZ,Male,Asian,Married,Fully Meets,2,25-11-2022,2,3,5,25-Aug-22,Technical Skills,Internal,Passed,5,637.84,46
2642,15-Jun-22,Area Sales Manager,SVG,Active,Full-Time,Zone C,Full-Time,Sales,Field Operations,13-06-1951,AL,Male,Asian,Divorced,Fully Meets,4,09-12-2022,2,3,1,01-Jul-23,Project Management,Internal,Completed,1,889.73,71
2643,15-Apr-22,Area Sales Manager,EW,Active,Full-Time,Zone A,Temporary,Sales,Wireline Construction,24-12-1966,TN,Male,Black,Divorced,Fully Meets,5,01-05-2023,4,3,5,15-Jun-23,Project Management,Internal,Failed,2,357.94,56
2644,19-Jul-20,Area Sales Manager,MSC,Active,Full-Time,Zone C,Part-Time,Sales,Aerial,23-01-1999,TN,Male,Other,Single,Fully Meets,5,22-11-2022,4,1,2,01-Apr-23,Customer Service,Internal,Incomplete,1,150.96,21
2645,02-Jul-20,Area Sales Manager,TNS,Active,Contract,Zone C,Temporary,Sales,Wireline Construction,27-06-1947,TN,Male,Asian,Married,Fully Meets,4,25-10-2022,4,3,5,02-Nov-22,Technical Skills,Internal,Completed,2,933.2,73
2646,04-Aug-19,Area Sales Manager,PYZ,Active,Contract,Zone A,Part-Time,Sales,Project Management - Con,17-06-2001,ID,Male,Black,Widowed,Fully Meets,1,14-12-2022,4,2,2,15-Jul-23,Project Management,External,Failed,3,378.6,18
2647,09-Jan-19,Area Sales Manager,WBL,Active,Contract,Zone A,Temporary,Sales,Project Management - Con,03-11-1950,ID,Male,Hispanic,Single,Fully Meets,5,23-08-2022,5,5,3,28-Jan-23,Project Management,Internal,Completed,5,162.93,69
2648,01-Oct-22,Area Sales Manager,NEL,Active,Part-Time,Zone A,Part-Time,Sales,Fielders,05-07-1994,ID,Male,Other,Married,Fully Meets,2,22-04-2023,4,2,1,07-Mar-23,Project Management,External,Incomplete,3,294.91,28
2649,28-Sep-20,Area Sales Manager,PL,Active,Part-Time,Zone A,Full-Time,Sales,Project Management - Con,21-03-1973,NY,Female,White,Widowed,Fully Meets,4,26-12-2022,4,4,1,25-Sep-22,Communication Skills,Internal,Passed,1,836.76,47
2650,15-Nov-18,Administrative Assistant,BPC,Active,Part-Time,Zone B,Full-Time,Sales,Project Management - Con,15-08-1964,WA,Female,Black,Single,Fully Meets,1,24-03-2023,1,1,1,29-Aug-22,Communication Skills,Internal,Passed,1,136.23,54
2651,24-Nov-20,Administrative Assistant,CCDR,Active,Contract,Zone C,Full-Time,Sales,Project Management - Con,02-03-1992,WA,Female,Hispanic,Divorced,Fully Meets,2,31-05-2023,1,3,2,12-Jun-23,Customer Service,External,Completed,3,236.69,28
2652,09-Jul-23,Administrative Assistant,SVG,Active,Contract,Zone C,Temporary,Sales,General - Sga,08-03-1954,MA,Female,Other,Widowed,Fully Meets,4,11-11-2022,1,4,2,23-Oct-22,Customer Service,External,Incomplete,1,424.44,69
2653,20-Apr-23,Area Sales Manager,PYZ,Active,Full-Time,Zone C,Part-Time,Sales,Wireline Construction,21-04-1944,MA,Male,White,Widowed,Fully Meets,1,23-02-2023,4,5,3,24-Jan-23,Technical Skills,Internal,Incomplete,3,139.71,79
2654,22-Aug-19,Area Sales Manager,WBL,Active,Full-Time,Zone C,Temporary,Sales,General - Con,09-07-1955,MA,Male,Black,Divorced,Fully Meets,4,07-03-2023,4,1,3,18-Mar-23,Communication Skills,External,Passed,3,428.13,64
2655,02-Aug-22,Area Sales Manager,NEL,Active,Contract,Zone A,Part-Time,Sales,General - Con,08-11-1964,AZ,Male,Black,Divorced,Fully Meets,2,29-08-2022,2,5,5,31-May-23,Project Management,External,Incomplete,3,972.66,58
2656,31-Oct-18,Area Sales Manager,PL,Active,Part-Time,Zone B,Part-Time,Sales,Aerial,10-02-1957,AZ,Male,Hispanic,Single,Fully Meets,4,15-03-2023,5,4,3,25-Feb-23,Communication Skills,External,Failed,1,877.57,61
